hsk,characters,pinyin,english,extra,len,c1,c2,p1,p2,pinyin_num
5,丙,bǐng,"third of 10 heavenly stems 十天干; third in order; letter ""C"" or roman ""III"" in list ""A, B, C"", or ""I, II, III"" etc; propyl",,1,丙,,bing3,,bing3
4,饼干,bǐnggān,"biscuit; cracker; cookie; CL:片[pian4],塊|块[kuai4]",,2,饼,干,bing3,gan1,bing3 gan1
6,并存,bìngcún,to exist at the same time; to coexist,,2,并,存,bing4,cun2,bing4 cun2
5,病毒,bìngdú,virus,,2,病,毒,bing4,du2,bing4 du2
6,并非,bìngfēi,really isn\'t,,2,并,非,bing4,fei1,bing4 fei1
6,并列,bìngliè,to stand side by side; to be juxtaposed,,2,并,列,bing4,lie4,bing4 lie4
4,并且,bìngqiě,and; besides; moreover; furthermore; in addition,,2,并,且,bing4,qie3,bing4 qie3
6,拨打,bōdǎ,to call; to dial,,2,拨,打,bo1,da3,bo1 da3
6,播放,bōfàng,to broadcast; to transmit,,2,播,放,bo1,fang4,bo1 fang4
6,波浪,bōlàng,wave,,2,波,浪,bo1,lang4,bo1 lang4
5,玻璃,bōli,"glass; nylon; plastic; CL:張|张[zhang1],塊|块[kuai4]",,2,玻,璃,bo1,li5,bo1 li5
6,波涛汹涌,bōtāoxiōngyǒng,tumultuous situations,,4,波,涛,bo1,tao1,bo1 tao1 xiong1 yong3
6,剥削,bōxuē,to exploit; exploitation,,2,剥,削,bo1,xue1,bo1 xue1
6,播种,bōzhǒng,to sow seeds; sowing; seed,,2,播,种,bo1,zhong4,bo1 zhong4
6,博大精深,bódàjīngshēn,wide-ranging and profound; broad and deep,,4,博,大,bo2,da4,bo2 da4 jing1 shen1
6,搏斗,bódòu,to wrestle; to fight; to struggle,,2,搏,斗,bo2,dou4,bo2 dou4
6,博览会,bólǎnhuì,exposition; international fair,,3,博,览,bo2,lan3,bo2 lan3 hui4
6,伯母,bómǔ,wife of father\'s elder brother; aunt; (polite form of address for a woman who is about the age of one\'s mother); CL:個|个[ge4],,2,伯,母,bo2,mu3,bo2 mu3
6,薄弱,bóruò,weak; frail,,2,薄,弱,bo2,ruo4,bo2 ruo4
4,博士,bóshì,doctor; court academician (in feudal China); Ph.D.,,2,博,士,bo2,shi4,bo2 shi4
5,博物馆,bówùguǎn,museum,,3,博,物,bo2,wu4,bo2 wu4 guan3
5,脖子,bózi,neck; CL:個|个[ge4],,2,脖,子,bo2,zi5,bo2 zi5
6,补偿,bǔcháng,compensate; make up,,2,补,偿,bu3,chang2,bu3 chang2
5,补充,bǔchōng,to replenish; to supplement; to complement; additional; supplementary; CL:個|个[ge4],,2,补,充,bu3,chong1,bu3 chong1
6,补救,bǔjiù,remedy,,2,补,救,bu3,jiu4,bu3 jiu4
6,哺乳,bǔrǔ,breast feeding; to suckle; to nurse,,2,哺,乳,bu3,ru3,bu3 ru3
6,补贴,bǔtiē,to subsidize; subsidy; allowance,,2,补,贴,bu3,tie1,bu3 tie1
6,捕捉,bǔzhuō,to catch; to seize; to capture,,2,捕,捉,bu3,zhuo1,bu3 zhuo1
1,不,bù,(negative prefix); not; no,,1,不,,bu4,,bu4
5,布,bù,cloth; to declare; to announce; to spread; to make known,,1,布,,bu4,,bu4
5,不安,bù'ān,unpeaceful; unstable; uneasy; disturbed; restless; worried,,2,不,安,bu4,an1,bu4 an1
5,不必,bùbì,need not; does not have to,,2,不,必,bu4,bi4,bu4 bi4
4,不但,bùdàn,not only (... but also...),,2,不,但,bu4,dan4,bu4 dan4
4,不得不,bùdébù,have no choice or option but to; cannot but; have to; can\'t help it; can\'t avoid,,3,不,得,bu4,de2,bu4 de2 bu4
5,不得了,bùdéliǎo,desperately serious; disastrous; extremely; exceedingly,,3,不,得,bu4,de2,bu4 de2 liao3
6,不得已,bùdéyǐ,act against one\'s will; have no alternative but to; have to; to have no choice; must,,3,不,得,bu4,de2,bu4 de2 yi3
5,不断,bùduàn,unceasing; uninterrupted; continuous; constant,,2,不,断,bu4,duan4,bu4 duan4
6,步伐,bùfá,pace; (measured) step; march,,2,步,伐,bu4,fa2,bu4 fa2
6,不妨,bùfáng,there is no harm in; might as well,,2,不,妨,bu4,fang2,bu4 fang2
5,部分,bùfen,part; share; section; piece; CL:個|个[ge4],,2,部,分,bu4,fen5,bu4 fen5
6,不敢当,bùgǎndāng,lit. I dare not (accept the honor); fig. I don\'t deserve your praise; you flatter me,,3,不,敢,bu4,gan3,bu4 gan3 dang1
6,布告,bùgào,posting on a bulletin board; notice; bulletin; to announce,,2,布,告,bu4,gao4,bu4 gao4
6,不顾,bùgù,in spite of; regardless of,,2,不,顾,bu4,gu4,bu4 gu4
4,不管,bùguǎn,"no matter (what, how); regardless of; no matter",,2,不,管,bu4,guan3,bu4 guan3
4,不过,bùguò,only; merely; no more than; but; however; anyway (to get back to a previous topic),,2,不,过,bu4,guo4,bu4 guo4
5,不好意思,bùhǎoyìsi,to feel embarrassed; to be ill at ease; to find it embarrassing (to do sth),,4,不,好,bu4,hao3,bu4 hao3 yi4 si5
5,不见得,bùjiànde,not necessarily; not likely,,3,不,见,bu4,jian4,bu4 jian4 de5
6,不禁,bùjīn,can\'t help (doing sth); can\'t refrain from,,2,不,禁,bu4,jin1,bu4 jin1
4,不仅,bùjǐn,not only (this one); not just (...) but also,,2,不,仅,bu4,jin3,bu4 jin3
6,布局,bùjú,arrangement; composition; layout; opening (chess jargon),,2,布,局,bu4,ju2,bu4 ju2
6,不堪,bùkān,cannot bear; cannot stand; utterly; extremely,,2,不,堪,bu4,kan1,bu4 kan1
6,不可思议,bùkěsīyì,inconceivable (idiom); unimaginable; unfathomable,,4,不,可,bu4,ke3,bu4 ke3 si1 yi4
1,不客气,bùkèqi,you\'re welcome; impolite; rude; blunt; don\'t mention it,,3,不,客,bu4,ke4,bu4 ke4 qi5
6,不愧,bùkuì,be worthy of; deserve to be called; prove oneself to be,,2,不,愧,bu4,kui4,bu4 kui4
6,不料,bùliào,unexpectedly; to one\'s surprise,,2,不,料,bu4,liao4,bu4 liao4
5,部门,bùmén,department; branch; section; division; CL:個|个[ge4],,2,部,门,bu4,men2,bu4 men2
5,不免,bùmiǎn,unavoidable,,2,不,免,bu4,mian3,bu4 mian3
5,不耐烦,bùnàifán,impatience; impatient,,3,不,耐,bu4,nai4,bu4 nai4 fan2
5,不然,bùrán,not so; no; or else; otherwise; if not,,2,不,然,bu4,ran2,bu4 ran2
5,不如,bùrú,not equal to; not as good as; inferior to; it would be better to,,2,不,如,bu4,ru2,bu4 ru2
6,不时,bùshí,frequently; often; at any time,,2,不,时,bu4,shi2,bu4 shi2
6,部署,bùshǔ,to dispose; to deploy; deployment,,2,部,署,bu4,shu3,bu4 shu3
6,部位,bùwèi,position; place,,2,部,位,bu4,wei4,bu4 wei4
6,不惜,bùxī,not stint; not spare; not hesitate (to do sth); not scruple (to do sth),,2,不,惜,bu4,xi1,bu4 xi1
6,不相上下,bùxiāngshàngxià,equally matched; about the same,,4,不,相,bu4,xiang1,bu4 xiang1 shang4 xia4
6,不像话,bùxiànghuà,unreasonable; shocking; outrageous,,3,不,像,bu4,xiang4,bu4 xiang4 hua4
6,不屑一顾,bùxièyīgù,to disdain as beneath contempt,,4,不,屑,bu4,xie4,bu4 xie4 yi1 gu4
6,不言而喻,bùyán'éryù,it goes without saying; it is self-evident,,4,不,言,bu4,yan2,bu4 yan2 er2 yu4
5,不要紧,bùyàojǐn,unimportant; not serious; it doesn\'t matter; never mind; it looks all right; but,,3,不,要,bu4,yao4,bu4 yao4 jin3
6,不由得,bùyóude,can\'t help; cannot but,,3,不,由,bu4,you2,bu4 you2 de5
6,不择手段,bùzéshǒuduàn,by fair means or foul; by hook or by crook; unscrupulously,,4,不,择,bu4,ze2,bu4 ze2 shou3 duan4
6,不止,bùzhǐ,incessantly; without end; more than; not limited to,,2,不,止,bu4,zhi3,bu4 zhi3
6,布置,bùzhì,to put in order; to arrange; to decorate; to fix up; to deploy,,2,布,置,bu4,zhi4,bu4 zhi4
5,步骤,bùzhòu,step; move; measure,,2,步,骤,bu4,zhou4,bu4 zhou4
5,不足,bùzú,insufficient; lacking; deficiency; not enough; inadequate; not worth; cannot; should not,,2,不,足,bu4,zu2,bu4 zu2
4,擦,cā,to wipe; to erase; rubbing (brush stroke in painting); to clean; to polish,,1,擦,,ca1,,ca1
4,猜,cāi,to guess,,1,猜,,cai1,,cai1
3,才,cái,ability; talent; endowment; gift; an expert; only (then); only if; just,,1,才,,cai2,,cai2
5,财产,cáichǎn,property; CL:筆|笔[bi3],,2,财,产,cai2,chan3,cai2 chan3
6,裁缝,cáiféng,tailor; dressmaker,,2,裁,缝,cai2,feng5,cai2 feng5
6,财富,cáifù,wealth; riches,,2,财,富,cai2,fu4,cai2 fu4
6,才干,cáigàn,ability; competence,,2,才,干,cai2,gan4,cai2 gan4
4,材料,cáiliào,"material; data; makings; stuff; CL:個|个[ge4],種|种[zhong3]",,2,材,料,cai2,liao4,cai2 liao4
6,裁判,cáipàn,"judgment; to referee; umpire; judge; referee; CL:個|个[ge4],位[wei4],名[ming2]",,2,裁,判,cai2,pan4,cai2 pan4
6,财务,cáiwù,financial affairs,,2,财,务,cai2,wu4,cai2 wu4
6,裁员,cáiyuán,to cut staff; to lay off employees,,2,裁,员,cai2,yuan2,cai2 yuan2
6,财政,cáizhèng,finances (public); financial,,2,财,政,cai2,zheng4,cai2 zheng4
5,踩,cǎi,to step on; to tread; to stamp; to press a pedal; to pedal (a bike),,1,踩,,cai3,,cai3
5,采访,cǎifǎng,to interview; to gather news; to hunt for and collect; to cover,,2,采,访,cai3,fang3,cai3 fang3
6,采购,cǎigòu,to procure (for an enterprise etc); to purchase,,2,采,购,cai3,gou4,cai3 gou4
5,彩虹,cǎihóng,rainbow,,2,彩,虹,cai3,hong2,cai3 hong2
6,采集,cǎijí,to gather; to collect; to harvest,,2,采,集,cai3,ji2,cai3 ji2
6,采纳,cǎinà,to accept; to adopt,,2,采,纳,cai3,na4,cai3 na4
6,彩票,cǎipiào,the lottery; lottery ticket,,2,彩,票,cai3,piao4,cai3 piao4
5,采取,cǎiqǔ,"to adopt or carry out (measures, policies, course of action); to take",,2,采,取,cai3,qu3,cai3 qu3
1,菜,cài,"dish (type of food); vegetables; vegetable; cuisine; CL:盤|盘[pan2],道[dao4]",,1,菜,,cai4,,cai4
3,菜单,càidān,"menu; CL:份[fen4],張|张[zhang1]",,2,菜,单,cai4,dan1,cai4 dan1
4,参观,cānguān,to look around; to inspect; visit and observe,,2,参,观,can1,guan1,can1 guan1
3,参加,cānjiā,to participate; to take part; to join,,2,参,加,can1,jia1,can1 jia1
5,参考,cānkǎo,consultation; reference; to consult; to refer,,2,参,考,can1,kao3,can1 kao3
6,参谋,cānmóu,staff officer; give advice,,2,参,谋,can1,mou2,can1 mou2
5,餐厅,cāntīng,"dining-hall; dining-room; restaurant; CL:間|间[jian1],家[jia1]",,2,餐,厅,can1,ting1,can1 ting1
5,参与,cānyù,to participate (in sth),,2,参,与,can1,yu4,can1 yu4
6,参照,cānzhào,to consult a reference; to refer to (another document),,2,参,照,can1,zhao4,can1 zhao4
5,残疾,cánjí,disabled; handicapped; deformity on a person or animal,,2,残,疾,can2,ji2,can2 ji2
6,残酷,cánkù,cruel; cruelty,,2,残,酷,can2,ku4,can2 ku4
5,惭愧,cánkuì,ashamed,,2,惭,愧,can2,kui4,can2 kui4
6,残留,cánliú,to remain; left over; surplus; remnant,,2,残,留,can2,liu2,can2 liu2
6,残忍,cánrěn,cruel; mean; merciless; ruthless,,2,残,忍,can2,ren3,can2 ren3
6,灿烂,cànlàn,to glitter; brilliant; splendid,,2,灿,烂,can4,lan4,can4 lan4
6,舱,cāng,cabin; the hold of a ship or airplane,,1,舱,,cang1,,cang1
6,苍白,cāngbái,pale; wan,,2,苍,白,cang1,bai2,cang1 bai2
6,仓促,cāngcù,all of a sudden; hurriedly,,2,仓,促,cang1,cu4,cang1 cu4
6,仓库,cāngkù,depot; storehouse; warehouse,,2,仓,库,cang1,ku4,cang1 ku4
5,操场,cāochǎng,playground; sports field; drill ground; CL:個|个[ge4],,2,操,场,cao1,chang3,cao1 chang3
6,操劳,cāoláo,to work hard; to look after,,2,操,劳,cao1,lao2,cao1 lao2
6,操练,cāoliàn,drill; practice,,2,操,练,cao1,lian4,cao1 lian4
5,操心,cāoxīn,to worry about,,2,操,心,cao1,xin1,cao1 xin1
6,操纵,cāozòng,to operate; to control; to rig; to manipulate,,2,操,纵,cao1,zong4,cao1 zong4
6,操作,cāozuò,to work; to operate; to manipulate,,2,操,作,cao1,zuo4,cao1 zuo4
6,嘈杂,cáozá,noisy; clamorous,,2,嘈,杂,cao2,za2,cao2 za2
3,草,cǎo,"grass; straw; manuscript; draft (of a document); careless; rough; CL:棵[ke1],撮[zuo3],株[zhu1],根[gen1]",,1,草,,cao3,,cao3
6,草案,cǎo'àn,"draft (legislation, proposal etc)",,2,草,案,cao3,an4,cao3 an4
6,草率,cǎoshuài,careless; negligent; sloppy; not serious,,2,草,率,cao3,shuai4,cao3 shuai4
5,册,cè,book; booklet; classifier for books,,1,册,,ce4,,ce4
6,策划,cèhuà,to plot; to scheme; to bring about; to engineer; planning; producer; planner,,2,策,划,ce4,hua4,ce4 hua4
6,测量,cèliáng,survey; to measure; to gauge; to determine,,2,测,量,ce4,liang2,ce4 liang2
6,策略,cèlüÈ,tactics; to be tactful,,2,策,略,ce4,lve4,ce4 lve4
6,侧面,cèmiàn,lateral side; side; aspect; profile,,2,侧,面,ce4,mian4,ce4 mian4
5,厕所,cèsuǒ,"toilet; lavatory; CL:間|间[jian1],處|处[chu4]",,2,厕,所,ce4,suo3,ce4 suo3
5,测验,cèyàn,"test; to test; CL:次[ci4],個|个[ge4]",,2,测,验,ce4,yan4,ce4 yan4
3,层,céng,layer; stratum; laminated; floor (of a building); storey; classifier for layers; repeated; sheaf (math.),,1,层,,ceng2,,ceng2
6,层出不穷,céngchūbùqióng,more and more emerge; innumerable succession; breeding like flies (idiom),,4,层,出,ceng2,chu1,ceng2 chu1 bu4 qiong2
6,层次,céngcì,arrangement of ideas; administrative level; level; stage; phase,,2,层,次,ceng2,ci4,ceng2 ci4
5,曾经,céngjīng,once; already; former; previously; ever; (past tense marker used before verb or clause),,2,曾,经,ceng2,jing1,ceng2 jing1
5,插,chā,to insert; stick in; pierce; to take part in; to interfere; to interpose,,1,插,,cha1,,cha1
5,差别,chābié,difference; distinction; diversity; disparity,,2,差,别,cha1,bie2,cha1 bie2
6,差距,chājù,disparity; gap,,2,差,距,cha1,ju4,cha1 ju4
5,叉子,chāzi,fork; CL:把[ba3],,2,叉,子,cha1,zi5,cha1 zi5
1,茶,chá,"tea; tea plant; CL:杯[bei1],壺|壶[hu2]",,1,茶,,cha2,,cha2
6,查获,cháhuò,to investigate and capture (a criminal); to ferret out; to hunt down and arrest,,2,查,获,cha2,huo4,cha2 huo4
6,岔,chà,"fork in road; bifurcation; branch in road, river, mountain range etc; to branch off; to turn off; to diverge; to stray (from the path); to change the subject; to interrupt; to stagger (times)",,1,岔,,cha4,,cha4
3,差,chà,differ from; short of; to lack; poor,,1,差,,cha4,,cha4
4,差不多,chàbuduō,almost; nearly; more or less,,3,差,不,cha4,bu5,cha4 bu5 duo1
6,刹那,chànà,an instant (Sanskrit: ksana); split second; the twinkling of an eye,,2,刹,那,cha4,na4,cha4 na4
6,诧异,chàyì,flabbergasted; astonished,,2,诧,异,cha4,yi4,cha4 yi4
5,拆,chāi,to tear open; to tear down; to tear apart; to open,,1,拆,,chai1,,chai1
6,柴油,cháiyóu,diesel fuel,,2,柴,油,chai2,you2,chai2 you2
6,搀,chān,to assist by the arm; to mix; to support; to sustain,,1,搀,,chan1,,chan1
6,馋,chán,slander; defame; misrepresent; to speak maliciously,,1,馋,,chan2,,chan2
6,缠绕,chánrào,twisting; to twine; to wind; to pester; to bother,,2,缠,绕,chan2,rao4,chan2 rao4
5,产品,chǎnpǐn,goods; merchandise; product; CL:個|个[ge4],,2,产,品,chan3,pin3,chan3 pin3
5,产生,chǎnshēng,to arise; to come into being; to come about; to give rise to; to bring into being; to bring about; to produce; to engender; to generate; to appear; appearance; emergence; generation; production; yield,,2,产,生,chan3,sheng1,chan3 sheng1
6,阐述,chǎnshù,to expound (a position); to elaborate (on a topic); to treat (a subject),,2,阐,述,chan3,shu4,chan3 shu4
6,产业,chǎnyè,industry; estate; property; industrial,,2,产,业,chan3,ye4,chan3 ye4
6,颤抖,chàndǒu,to shudder; to shiver; to shake; to tremble,,2,颤,抖,chan4,dou3,chan4 dou3
6,猖狂,chāngkuáng,savage; furious,,2,猖,狂,chang1,kuang2,chang1 kuang2
6,昌盛,chāngshèng,prosperous,,2,昌,盛,chang1,sheng4,chang1 sheng4
4,尝,cháng,to taste; flavor; (past tense marker); already; formerly; ever; once; test,,1,尝,,chang2,,chang2
2,长,zhǎng,length; long; forever; always; constantly,,1,长,,chang2,,chang2
4,长城,Chángchéng,the Great Wall,,2,长,城,Chang2,cheng2,Chang2 cheng2
6,偿还,chánghuán,to repay; to reimburse,,2,偿,还,chang2,huan2,chang2 huan2
4,长江,ChángJiāng,Changjiang river; Yangtze river,,2,长,江,Chang2,jiang1,Chang2 jiang1
6,常年,chángnián,a whole year; average year,,2,常,年,chang2,nian2,chang2 nian2
5,常识,chángshí,common sense; general knowledge; CL:門|门[men2],,2,常,识,chang2,shi2,chang2 shi2
6,尝试,chángshì,to try; to attempt; CL:次[ci4],,2,尝,试,chang2,shi4,chang2 shi4
5,长途,chángtú,long distance,,2,长,途,chang2,tu2,chang2 tu2
6,常务,chángwù,routine; everyday business; daily operation (of a company),,2,常,务,chang2,wu4,chang2 wu4
6,场,chǎng,"threshing floor; classifier for events and happenings: spell, episode, bout",,1,场,,chang3,,chang3
6,场合,chǎnghé,situation; occasion,,2,场,合,chang3,he2,chang3 he2
6,敞开,chǎngkāi,wide open; to open up,,2,敞,开,chang3,kai1,chang3 kai1
6,场面,chǎngmiàn,scene; occasion,,2,场,面,chang3,mian4,chang3 mian4
6,场所,chǎngsuǒ,location; place,,2,场,所,chang3,suo3,chang3 suo3
6,倡导,chàngdǎo,to advocate; to initiate; to propose; to be a proponent of (an idea or school of thought),,2,倡,导,chang4,dao3,chang4 dao3
2,唱歌,chànggē,to sing a song,,2,唱,歌,chang4,ge1,chang4 ge1
6,畅通,chàngtōng,unimpeded; free-flowing; straight path; unclogged; move without obstruction,,2,畅,通,chang4,tong1,chang4 tong1
6,畅销,chàngxiāo,best seller; chart-topping,,2,畅,销,chang4,xiao1,chang4 xiao1
6,倡议,chàngyì,to suggest; to initiate; proposal; initiative,,2,倡,议,chang4,yi4,chang4 yi4
5,抄,chāo,to copy; to plagiarize; to search and seize; to go; to transcribe; to take a shortcut; to search and confiscate,,1,抄,,chao1,,chao1
4,超过,chāoguò,to surpass; to exceed; to outstrip,,2,超,过,chao1,guo4,chao1 guo4
6,超级,chāojí,transcending; high grade; super-; ultra-,,2,超,级,chao1,ji2,chao1 ji2
6,钞票,chāopiào,"paper money; a bill (e.g. 100 yuan); CL:張|张[zhang1],扎[za1]",,2,钞,票,chao1,piao4,chao1 piao4
3,超市,chāoshì,supermarket (abbr.); CL:家[jia1],,2,超,市,chao1,shi4,chao1 shi4
6,超越,chāoyuè,to surpass; to exceed; to transcend,,2,超,越,chao1,yue4,chao1 yue4
5,朝,cháo,imperial or royal court; government; dynasty; reign of a sovereign or emperor; court or assembly held by a sovereign or emperor; to make a pilgrimage to; facing; towards,,1,朝,,chao2,,chao2
5,朝代,cháodài,dynasty; reign (of a king),,2,朝,代,chao2,dai4,chao2 dai4
6,潮流,cháoliú,tide; current; trend,,2,潮,流,chao2,liu2,chao2 liu2
6,潮湿,cháoshī,damp; moist,,2,潮,湿,chao2,shi1,chao2 shi1
6,嘲笑,cháoxiào,jeer; mockery; scoff; sneer; make fun of; laugh at (derogatory),,2,嘲,笑,chao2,xiao4,chao2 xiao4
4,吵,chǎo,to quarrel; to make a noise; noisy; to disturb by making a noise,,1,吵,,chao3,,chao3
5,炒,chǎo,saute; pan-fry; to fry; fried,,1,炒,,chao3,,chao3
5,吵架,chǎojià,to quarrel; to have a row; CL:頓|顿[dun4],,2,吵,架,chao3,jia4,chao3 jia4
5,车库,chēkù,garage,,2,车,库,che1,ku4,che1 ku4
5,车厢,chēxiāng,carriage; CL:節|节[jie2],,2,车,厢,che1,xiang1,che1 xiang1
5,彻底,chèdǐ,thorough; thoroughly; complete,,2,彻,底,che4,di3,che4 di3
6,撤退,chètuì,retreat,,2,撤,退,che4,tui4,che4 tui4
6,撤销,chèxiāo,to repeal; to revoke; to undo (computing),,2,撤,销,che4,xiao1,che4 xiao1
6,沉淀,chéndiàn,to settle; to precipitate (solid sediment out of a solution),,2,沉,淀,chen2,dian4,chen2 dian4
6,陈旧,chénjiù,old-fashioned,,2,陈,旧,chen2,jiu4,chen2 jiu4
6,陈列,chénliè,to display; to exhibit,,2,陈,列,chen2,lie4,chen2 lie4
6,沉闷,chénmèn,oppressive (of weather); heavy; depressed; not happy,,2,沉,闷,chen2,men4,chen2 men4
5,沉默,chénmò,silence; uncommunicative,,2,沉,默,chen2,mo4,chen2 mo4
6,陈述,chénshù,an assertion; to declare; to state,,2,陈,述,chen2,shu4,chen2 shu4
6,沉思,chénsī,contemplate; contemplation; meditation; ponder,,2,沉,思,chen2,si1,chen2 si1
6,沉重,chénzhòng,heavy; hard; serious; critical,,2,沉,重,chen2,zhong4,chen2 zhong4
6,沉着,chénzhuó,steady; calm and collected; not nervous,,2,沉,着,chen2,zhuo2,chen2 zhuo2
5,趁,chèn,to avail oneself of; to take advantage of,,1,趁,,chen4,,chen4
3,衬衫,chènshān,shirt; blouse; CL:件[jian4],,2,衬,衫,chen4,shan1,chen4 shan1
6,称心如意,chènxīnrúyì,after one\'s heart (idiom); gratifying and satisfactory; everything one could wish,,4,称,心,chen4,xin1,chen4 xin1 ru2 yi4
5,称,chēng,to weigh; to state; to name; name; appellation; to praise,,1,称,,cheng1,,cheng1
6,称号,chēnghào,name; term of address; title,,2,称,号,cheng1,hao4,cheng1 hao4
5,称呼,chēnghu,to call; to address as; appellation,,2,称,呼,cheng1,hu5,cheng1 hu5
5,称赞,chēngzàn,to praise; to acclaim; to commend; to compliment,,2,称,赞,cheng1,zan4,cheng1 zan4
5,乘,chéng,to ride; to mount; to make use of; to avail oneself of; to take advantage of; to multiply (mathematics); Buddhist sect or creed,,1,乘,,cheng2,,cheng2
